,tag,count,class,tsne_0,tsne_1,cName,colour_class,rank,size_objs,alpha_val
251,mnemonic,6,Psychology & Neuroscience,-10.513353,-4.2907333,Psychology & Neuroscience,green,205,1.3074324324324325,0.44594594594594594
249,transfer,6,Psychology & Neuroscience,6.341596,-2.867641,Psychology & Neuroscience,green,206,1.304054054054054,0.44324324324324327
246,encoding,6,Psychology & Neuroscience,-11.488186,-4.6902165,Psychology & Neuroscience,green,207,1.3006756756756757,0.4405405405405406
247,devices,6,Psychology & Neuroscience,7.412254300000001,6.911213,Psychology & Neuroscience,green,208,1.2972972972972974,0.43783783783783786
244,publication,6,Psychology & Neuroscience,-2.5675943,6.08724,Psychology & Neuroscience,green,209,1.2939189189189189,0.4351351351351352
242,meta-analysis,6,Psychology & Neuroscience,0.09410249999999999,-14.596982,Psychology & Neuroscience,green,210,1.2905405405405406,0.43243243243243246
241,medication,6,Psychology & Neuroscience,-6.7197886,-14.437417000000002,Psychology & Neuroscience,green,211,1.2871621621621623,0.4297297297297298
240,workload,6,Psychology & Neuroscience,3.62489,6.885669999999999,Psychology & Neuroscience,green,212,1.2837837837837838,0.42702702702702705
239,awareness,6,Psychology & Neuroscience,-14.264294,9.175015,Psychology & Neuroscience,green,213,1.2804054054054055,0.4243243243243243
267,meg,5,Psychology & Neuroscience,7.976564999999999,-7.603244999999999,Psychology & Neuroscience,green,214,1.277027027027027,0.42162162162162165
266,willpower,5,Psychology & Neuroscience,-8.787798,5.7156305,Psychology & Neuroscience,green,215,1.2736486486486487,0.4189189189189189
265,commitment,5,Psychology & Neuroscience,-12.190384,5.3611629999999995,Psychology & Neuroscience,green,216,1.2702702702702702,0.41621621621621624
264,qualia,5,Psychology & Neuroscience,-6.6205564,3.9931102,Psychology & Neuroscience,green,217,1.2668918918918919,0.4135135135135135
263,neuromarketing,5,Psychology & Neuroscience,-3.7104475,2.701692,Psychology & Neuroscience,green,218,1.2635135135135136,0.41081081081081083
262,freud,5,Psychology & Neuroscience,-5.5506363,13.46851,Psychology & Neuroscience,green,219,1.260135135135135,0.40810810810810816
260,event-related-potential,5,Psychology & Neuroscience,3.7511177000000004,0.63917005,Psychology & Neuroscience,green,220,1.2567567567567568,0.40540540540540543
259,ethics,5,Psychology & Neuroscience,-1.3917915,15.776280999999999,Psychology & Neuroscience,green,221,1.2533783783783785,0.4027027027027027
256,goals,5,Psychology & Neuroscience,-11.868683,7.521126,Psychology & Neuroscience,green,222,1.25,0.4
254,altruism,5,Psychology & Neuroscience,-10.635696000000001,6.0930295,Psychology & Neuroscience,green,223,1.2466216216216217,0.39729729729729735
253,free-will,5,Psychology & Neuroscience,-5.6081,3.5646098,Psychology & Neuroscience,green,224,1.2432432432432432,0.3945945945945946
252,ltp,5,Psychology & Neuroscience,12.932132000000001,9.859227,Psychology & Neuroscience,green,225,1.239864864864865,0.3918918918918919
258,twin-study,5,Psychology & Neuroscience,-1.6630900000000002,0.1288843,Psychology & Neuroscience,green,226,1.2364864864864864,0.3891891891891892
273,multi-tasking,4,Psychology & Neuroscience,5.2752194,-2.2384247999999998,Psychology & Neuroscience,green,227,1.2331081081081081,0.38648648648648654
280,body-language,4,Psychology & Neuroscience,-2.466495,-0.17210445,Psychology & Neuroscience,green,228,1.2297297297297298,0.3837837837837838
279,mirror-neurons,4,Psychology & Neuroscience,-0.06643367,0.19091029999999998,Psychology & Neuroscience,green,229,1.2263513513513513,0.3810810810810811
277,alzheimer,4,Psychology & Neuroscience,12.084442,-9.077392999999999,Psychology & Neuroscience,green,230,1.222972972972973,0.3783783783783784
276,biofeedback,4,Psychology & Neuroscience,-7.425592999999999,-11.844072,Psychology & Neuroscience,green,231,1.2195945945945945,0.3756756756756757
275,diagnosis,4,Psychology & Neuroscience,0.9006576999999999,-9.891779,Psychology & Neuroscience,green,232,1.2162162162162162,0.372972972972973
272,act-r,4,Psychology & Neuroscience,8.798172000000001,0.61465925,Psychology & Neuroscience,green,233,1.2128378378378377,0.37027027027027026
271,model,4,Psychology & Neuroscience,1.0574183000000001,-18.000818,Psychology & Neuroscience,green,234,1.2094594594594594,0.3675675675675676
270,collaboration,4,Psychology & Neuroscience,10.239753,-3.9456546,Psychology & Neuroscience,green,235,1.2060810810810811,0.3648648648648649
269,social,4,Psychology & Neuroscience,-5.152174,2.7634287,Psychology & Neuroscience,green,236,1.2027027027027026,0.3621621621621622
268,situation-awareness,4,Psychology & Neuroscience,1.2239136,-1.2149427,Psychology & Neuroscience,green,237,1.1993243243243243,0.35945945945945945
290,p300,3,Psychology & Neuroscience,7.4628524999999994,-5.482094999999999,Psychology & Neuroscience,green,238,1.195945945945946,0.3567567567567568
299,extraversion,3,Psychology & Neuroscience,-3.817647,-7.079861,Psychology & Neuroscience,green,239,1.1925675675675675,0.3540540540540541
298,amnesia,3,Psychology & Neuroscience,-8.625442999999999,-6.359503,Psychology & Neuroscience,green,240,1.1891891891891893,0.35135135135135137
294,neuroticism,3,Psychology & Neuroscience,-3.8304334000000004,-7.151128999999999,Psychology & Neuroscience,green,241,1.1858108108108107,0.34864864864864864
293,nlp,3,Psychology & Neuroscience,9.145642,-0.28646216,Psychology & Neuroscience,green,242,1.1824324324324325,0.34594594594594597
292,oxytocin,3,Psychology & Neuroscience,11.719623,12.795919,Psychology & Neuroscience,green,243,1.179054054054054,0.3432432432432433
291,epilepsy,3,Psychology & Neuroscience,12.511519,-10.335744,Psychology & Neuroscience,green,244,1.1756756756756757,0.34054054054054056
286,imagery,3,Psychology & Neuroscience,-10.386185000000001,-3.6517127,Psychology & Neuroscience,green,245,1.1722972972972974,0.33783783783783783
288,trust,3,Psychology & Neuroscience,-11.980746,5.515503,Psychology & Neuroscience,green,246,1.1689189189189189,0.33513513513513515
281,heart-rate-variability,3,Psychology & Neuroscience,-0.027394105,0.7215869,Psychology & Neuroscience,green,247,1.1655405405405406,0.3324324324324325
285,matlab,3,Psychology & Neuroscience,11.335016,-1.0302554,Psychology & Neuroscience,green,248,1.1621621621621623,0.32972972972972975
284,homework,3,Psychology & Neuroscience,-15.500395999999999,-0.03204365,Psychology & Neuroscience,green,249,1.1587837837837838,0.327027027027027
283,eating-disorders,3,Psychology & Neuroscience,-0.0036539504999999997,2.2276185,Psychology & Neuroscience,green,250,1.1554054054054055,0.32432432432432434
282,testosterone,3,Psychology & Neuroscience,11.405385,13.175207,Psychology & Neuroscience,green,251,1.152027027027027,0.32162162162162167
287,anchoring,3,Psychology & Neuroscience,-7.277928999999999,-1.3183191,Psychology & Neuroscience,green,252,1.1486486486486487,0.31891891891891894
316,ipip,2,Psychology & Neuroscience,-1.1351482,7.7875633,Psychology & Neuroscience,green,253,1.1452702702702702,0.3162162162162162
317,cueing,2,Psychology & Neuroscience,7.132788000000001,12.372173,Psychology & Neuroscience,green,254,1.1418918918918919,0.31351351351351353
318,tdcs,2,Psychology & Neuroscience,5.1686497000000005,15.821273000000001,Psychology & Neuroscience,green,255,1.1385135135135136,0.31081081081081086
319,ego-depletion,2,Psychology & Neuroscience,2.0654743000000004,9.186065,Psychology & Neuroscience,green,256,1.135135135135135,0.3081081081081081
320,touch,2,Psychology & Neuroscience,7.1629830000000005,7.8057446,Psychology & Neuroscience,green,257,1.1317567567567568,0.3054054054054054
325,sentiment-analysis,2,Psychology & Neuroscience,1.9144433999999997,1.2190931999999999,Psychology & Neuroscience,green,258,1.1283783783783783,0.3027027027027027
321,obedience,2,Psychology & Neuroscience,-9.771386999999999,6.4880934,Psychology & Neuroscience,green,259,1.125,0.30000000000000004
324,apa-style,2,Psychology & Neuroscience,-2.1748607000000004,5.264522,Psychology & Neuroscience,green,260,1.1216216216216217,0.2972972972972973
326,incentives,2,Psychology & Neuroscience,-12.161843,11.327653999999999,Psychology & Neuroscience,green,261,1.1182432432432432,0.2945945945945946
327,nicotine,2,Psychology & Neuroscience,1.5121746999999999,12.20332,Psychology & Neuroscience,green,262,1.114864864864865,0.2918918918918919
314,halo-effect,2,Psychology & Neuroscience,0.64799017,-0.07573739,Psychology & Neuroscience,green,263,1.1114864864864864,0.28918918918918923
315,wisdom-of-crowds,2,Psychology & Neuroscience,0.6490767,2.3180976,Psychology & Neuroscience,green,264,1.1081081081081081,0.2864864864864865
306,ecg,2,Psychology & Neuroscience,6.5022025,-6.7062078,Psychology & Neuroscience,green,265,1.1047297297297298,0.28378378378378377
312,regression,2,Psychology & Neuroscience,10.395123,2.8472419999999996,Psychology & Neuroscience,green,266,1.1013513513513513,0.2810810810810811
305,human-error,2,Psychology & Neuroscience,-0.53354365,-0.0005768648999999999,Psychology & Neuroscience,green,267,1.097972972972973,0.2783783783783784
311,coordination,2,Psychology & Neuroscience,9.189394,-3.4917257000000004,Psychology & Neuroscience,green,268,1.0945945945945945,0.2756756756756757
301,pathology,2,Psychology & Neuroscience,1.0187639000000002,-9.305276,Psychology & Neuroscience,green,269,1.0912162162162162,0.27297297297297296
302,compulsive,2,Psychology & Neuroscience,-4.462118,-3.2461748,Psychology & Neuroscience,green,270,1.087837837837838,0.2702702702702703
304,definition,2,Psychology & Neuroscience,5.3545456,5.009462,Psychology & Neuroscience,green,271,1.0844594594594594,0.2675675675675676
300,cbt,2,Psychology & Neuroscience,-10.286278,-12.951259,Psychology & Neuroscience,green,272,1.0810810810810811,0.2648648648648649
307,causal-inference,2,Psychology & Neuroscience,2.7940679,1.4129106000000002,Psychology & Neuroscience,green,273,1.0777027027027026,0.2621621621621622
308,hippocampus,2,Psychology & Neuroscience,13.155575,9.535728,Psychology & Neuroscience,green,274,1.0743243243243243,0.2594594594594595
309,cognitive-load,2,Psychology & Neuroscience,4.321005,1.9754516,Psychology & Neuroscience,green,275,1.070945945945946,0.2567567567567568
310,racism,2,Psychology & Neuroscience,-5.4211529999999994,8.513806,Psychology & Neuroscience,green,276,1.0675675675675675,0.25405405405405407
337,compliance,1,Psychology & Neuroscience,-8.676701,7.5745130000000005,Psychology & Neuroscience,green,277,1.0641891891891893,0.25135135135135134
346,adaptation,1,Psychology & Neuroscience,6.2988,0.5631689999999999,Psychology & Neuroscience,green,278,1.0608108108108107,0.24864864864864866
344,risk-reward,1,Psychology & Neuroscience,2.6383544999999997,4.4773073,Psychology & Neuroscience,green,279,1.0574324324324325,0.24594594594594596
343,evoked-potentials,1,Psychology & Neuroscience,0.5252848000000001,0.84934664,Psychology & Neuroscience,green,280,1.054054054054054,0.24324324324324326
342,typing,1,Psychology & Neuroscience,5.487915,-1.7358154,Psychology & Neuroscience,green,281,1.0506756756756757,0.24054054054054055
341,temporal-context,1,Psychology & Neuroscience,2.7994093999999996,0.189466,Psychology & Neuroscience,green,282,1.0472972972972974,0.23783783783783785
340,ecog,1,Psychology & Neuroscience,6.6770034,-6.954323,Psychology & Neuroscience,green,283,1.0439189189189189,0.23513513513513515
339,violence,1,Psychology & Neuroscience,-6.957271,10.178945,Psychology & Neuroscience,green,284,1.0405405405405406,0.23243243243243245
338,olfaction,1,Psychology & Neuroscience,6.7729917,8.546966000000001,Psychology & Neuroscience,green,285,1.037162162162162,0.22972972972972974
332,learned-helplessness,1,Psychology & Neuroscience,0.3044086,1.6127506,Psychology & Neuroscience,green,286,1.0337837837837838,0.22702702702702704
336,etiology,1,Psychology & Neuroscience,1.0274124,-9.350543,Psychology & Neuroscience,green,287,1.0304054054054055,0.22432432432432434
335,criminal,1,Psychology & Neuroscience,1.6917981,6.111128,Psychology & Neuroscience,green,288,1.027027027027027,0.22162162162162163
334,terms,1,Psychology & Neuroscience,4.821198000000001,0.28006402,Psychology & Neuroscience,green,289,1.0236486486486487,0.21891891891891893
333,criminology,1,Psychology & Neuroscience,-2.124428,15.148791000000001,Psychology & Neuroscience,green,290,1.0202702702702702,0.21621621621621623
331,tappy,1,Psychology & Neuroscience,0.13384920000000003,1.6414973999999998,Psychology & Neuroscience,green,291,1.0168918918918919,0.21351351351351353
330,pnse,1,Psychology & Neuroscience,-0.10739246,-0.94407034,Psychology & Neuroscience,green,292,1.0135135135135136,0.21081081081081082
329,interoception,1,Psychology & Neuroscience,-5.022379,-1.9908075,Psychology & Neuroscience,green,293,1.010135135135135,0.20810810810810812
328,vstm,1,Psychology & Neuroscience,-11.750961,-6.315947,Psychology & Neuroscience,green,294,1.0067567567567568,0.20540540540540542
347,tinnitus,1,Psychology & Neuroscience,-5.7031827,-10.147525,Psychology & Neuroscience,green,295,1.0033783783783783,0.20270270270270271
