,tag,count,class,tsne_0,tsne_1,tsne_2
164,r,15,Economics,-145.33104,28.551332,53.627197
165,definition,15,Economics,-121.35344,39.477707,-102.917206
166,simulations,15,Economics,-136.13303,73.35914,-4.2662134
167,price-discrimination,15,Economics,-84.89376,-36.306427,-26.168743
164,religion,14,Psychology & Neuroscience,-59.436943,105.45299,-144.11066
169,wealth,14,Economics,-22.058907,-79.064415,-108.17381
160,recognition,14,Psychology & Neuroscience,-62.532055,39.341217,107.144714
163,therapy,14,Psychology & Neuroscience,-106.74326,39.900505,107.68634
171,property,14,Economics,-86.59107,64.1226,-105.70302
170,public-goods,14,Economics,69.26012,-92.234474,3.0186741
166,phobia,13,Psychology & Neuroscience,0.16715716,-149.77896,79.487946
177,default,13,Economics,152.71754,-59.197105,-1.0896555
173,austrian,13,Economics,-86.18345,-6.054333,-125.41368
175,information,13,Economics,44.92432,52.900482,68.91147
176,monopolistic-competition,13,Economics,31.912222,-19.7834,-51.708332
178,input-output,13,Economics,125.399155,-51.012367,-47.543396
179,bitcoin,13,Economics,17.81185,-44.99838,-68.078285
180,leontief,13,Economics,57.09607,8.955324,139.13379
167,self-discipline,13,Psychology & Neuroscience,-4.044494,-29.981964,43.111263
174,writing,13,Psychology & Neuroscience,-143.7345,-56.356785,-25.01141
173,exercise,13,Psychology & Neuroscience,-63.94228,9.470704,54.289265
172,habituation,13,Psychology & Neuroscience,-25.318907,164.59293,-28.57136
171,ptsd,13,Psychology & Neuroscience,-35.041836,-99.15312,75.48933
170,connectionism,13,Psychology & Neuroscience,97.0267,-2.4609346,-67.31741
169,reward,13,Psychology & Neuroscience,-71.21291,-70.377785,124.33562
168,bayesian,13,Psychology & Neuroscience,132.99188,-5.1968794,-50.834538
183,opportunity-cost,12,Economics,-2.4107513,-150.37172,5.185344
182,fixed-effects,12,Economics,112.66287,63.022152,-99.24948
184,experimental-economics,12,Economics,0.8848341,168.74373,-67.32979
186,causality,12,Economics,52.34419,-66.11455,-47.769512
187,optimal-taxation,12,Economics,5.685135,-113.05906,-18.496782
188,balance-of-payments,12,Economics,91.546524,-74.58324,-42.928658
176,validation,12,Psychology & Neuroscience,72.524475,95.588715,25.437847
