,tag,count,class,tsne_0,tsne_1,cName,colour_class,rank,size_objs,alpha_val
52,working-memory,53,Psychology & Neuroscience,5.940696,2.8410599999999997,Psychology & Neuroscience,green,238,1.471111111111111,0.576888888888889
53,communication,53,Psychology & Neuroscience,12.601302,-6.5982037,Psychology & Neuroscience,green,239,1.468888888888889,0.5751111111111111
58,bonds,53,Economics,-11.759578999999999,10.687278,Economics,orange,240,1.4666666666666668,0.5733333333333334
59,competition,51,Economics,-17.754658,0.40941453,Economics,orange,241,1.4644444444444444,0.5715555555555556
54,well-being,51,Psychology & Neuroscience,5.5723257,12.891882,Psychology & Neuroscience,green,242,1.462222222222222,0.5697777777777778
55,reading,50,Psychology & Neuroscience,20.846510000000002,-4.253571,Psychology & Neuroscience,green,243,1.46,0.5680000000000001
56,iq,50,Psychology & Neuroscience,9.671571,14.993991000000001,Psychology & Neuroscience,green,244,1.4577777777777778,0.5662222222222222
60,auctions,49,Economics,-17.968195,8.079991999999999,Economics,orange,245,1.4555555555555555,0.5644444444444445
63,corporate-finance,48,Economics,-2.848409,3.2993059999999996,Economics,orange,246,1.4533333333333334,0.5626666666666666
62,political-economy,48,Economics,-12.169563,-1.1335015,Economics,orange,247,1.451111111111111,0.560888888888889
65,risk,47,Economics,-16.368471,3.7942199999999997,Economics,orange,248,1.448888888888889,0.5591111111111111
64,theory,47,Economics,-10.421735,-5.0540294999999995,Economics,orange,249,1.4466666666666668,0.5573333333333333
57,animal-cognition,47,Psychology & Neuroscience,0.059136216,1.1828326,Psychology & Neuroscience,green,250,1.4444444444444444,0.5555555555555556
58,linguistics,47,Psychology & Neuroscience,9.702508,5.2311535000000005,Psychology & Neuroscience,green,251,1.4422222222222223,0.5537777777777778
59,stress,47,Psychology & Neuroscience,2.6336212000000003,15.525551,Psychology & Neuroscience,green,252,1.44,0.552
66,value,47,Economics,-19.235070999999998,4.6856165,Economics,orange,253,1.4377777777777778,0.5502222222222223
62,problem-solving,46,Psychology & Neuroscience,-0.41645068,-11.548534,Psychology & Neuroscience,green,254,1.4355555555555555,0.5484444444444445
63,long-term-memory,46,Psychology & Neuroscience,2.0763302,4.304541,Psychology & Neuroscience,green,255,1.4333333333333333,0.5466666666666666
61,software,46,Psychology & Neuroscience,16.003096,-9.468698,Psychology & Neuroscience,green,256,1.431111111111111,0.544888888888889
60,brain-training,46,Psychology & Neuroscience,-0.98064464,5.8487506,Psychology & Neuroscience,green,257,1.4288888888888889,0.5431111111111111
64,psychopharmacology,45,Psychology & Neuroscience,-7.430717,-9.357142999999999,Psychology & Neuroscience,green,258,1.4266666666666667,0.5413333333333334
68,competitive-equilibrium,44,Economics,-2.4319830000000002,2.4465444,Economics,orange,259,1.4244444444444444,0.5395555555555556
69,productivity,44,Economics,-8.731409,14.037401000000001,Economics,orange,260,1.4222222222222223,0.5377777777777778
67,government,44,Economics,-13.835639000000002,13.367075,Economics,orange,261,1.42,0.536
70,fiscal-policy,44,Economics,-3.6988597000000003,9.450292999999999,Economics,orange,262,1.4177777777777778,0.5342222222222223
71,consumption,43,Economics,-5.834818,14.881082999999999,Economics,orange,263,1.4155555555555557,0.5324444444444445
67,music,42,Psychology & Neuroscience,6.704732400000001,-15.38049,Psychology & Neuroscience,green,264,1.4133333333333333,0.5306666666666666
66,psychophysics,42,Psychology & Neuroscience,-8.240797,-13.146989999999999,Psychology & Neuroscience,green,265,1.411111111111111,0.528888888888889
72,pricing,41,Economics,-16.487534,7.6035832999999995,Economics,orange,266,1.4088888888888889,0.5271111111111111
68,artificial-intelligence,40,Psychology & Neuroscience,0.17901829,0.019149145,Psychology & Neuroscience,green,267,1.4066666666666667,0.5253333333333334
70,brain,39,Psychology & Neuroscience,-11.308539,-12.076839999999999,Psychology & Neuroscience,green,268,1.4044444444444444,0.5235555555555556
69,hearing,39,Psychology & Neuroscience,4.6473107,-16.257702,Psychology & Neuroscience,green,269,1.4022222222222223,0.5217777777777779
72,neurology,38,Psychology & Neuroscience,-7.408454400000001,-9.306948,Psychology & Neuroscience,green,270,1.4,0.52
73,creativity,38,Psychology & Neuroscience,7.663123599999999,14.053176,Psychology & Neuroscience,green,271,1.3977777777777778,0.5182222222222223
71,conditioning,38,Psychology & Neuroscience,2.9096767999999997,-11.632078,Psychology & Neuroscience,green,272,1.3955555555555557,0.5164444444444445
82,probability,37,Economics,-19.327478,4.0208645,Economics,orange,273,1.3933333333333333,0.5146666666666666
81,history,37,Economics,-1.391664,-4.883348000000001,Economics,orange,274,1.3911111111111112,0.512888888888889
80,housing,37,Economics,-6.78217,9.8955145,Economics,orange,275,1.3888888888888888,0.5111111111111111
79,social-welfare,37,Economics,-7.0533204,-0.7152002,Economics,orange,276,1.3866666666666667,0.5093333333333334
78,price-level,37,Economics,-12.898904,8.00243,Economics,orange,277,1.3844444444444444,0.5075555555555555
76,addiction,36,Psychology & Neuroscience,-5.5358443,-7.06723,Psychology & Neuroscience,green,278,1.3822222222222222,0.5057777777777778
84,terminology,36,Economics,6.0359955,-20.435432000000002,Economics,orange,279,1.38,0.504
75,data,36,Psychology & Neuroscience,18.80356,-11.936971,Psychology & Neuroscience,green,280,1.3777777777777778,0.5022222222222222
79,survey,35,Psychology & Neuroscience,-0.01696953,-7.2916255,Psychology & Neuroscience,green,281,1.3755555555555556,0.5004444444444445
86,commodities,35,Economics,-18.210558,9.773072,Economics,orange,282,1.3733333333333333,0.4986666666666667
85,risk-aversion,35,Economics,-15.060507999999999,4.048562,Economics,orange,283,1.3711111111111112,0.4968888888888889
80,adhd,35,Psychology & Neuroscience,-0.3436066,18.421371,Psychology & Neuroscience,green,284,1.3688888888888888,0.49511111111111117
81,internet,35,Psychology & Neuroscience,17.885536,-18.022635,Psychology & Neuroscience,green,285,1.3666666666666667,0.49333333333333335
82,color,35,Psychology & Neuroscience,0.7898440999999999,-16.746016,Psychology & Neuroscience,green,286,1.3644444444444446,0.4915555555555556
89,environmental-economics,34,Economics,-3.2835329,4.11104,Economics,orange,287,1.3622222222222222,0.4897777777777778
83,human-factors,34,Psychology & Neuroscience,-3.2751443,-0.42783114,Psychology & Neuroscience,green,288,1.3599999999999999,0.488
87,unconscious,33,Psychology & Neuroscience,8.31002,10.498022,Psychology & Neuroscience,green,289,1.3577777777777778,0.4862222222222223
86,reaction-time,33,Psychology & Neuroscience,-13.545992000000002,2.0082252,Psychology & Neuroscience,green,290,1.3555555555555556,0.48444444444444446
84,anxiety,33,Psychology & Neuroscience,3.4024997000000003,17.798426,Psychology & Neuroscience,green,291,1.3533333333333333,0.4826666666666667
85,electrophysiology,33,Psychology & Neuroscience,-9.647325,-12.813019,Psychology & Neuroscience,green,292,1.3511111111111112,0.4808888888888889
90,accounting,33,Economics,-10.831074000000001,6.321371,Economics,orange,293,1.3488888888888888,0.47911111111111115
88,eye-movement,32,Psychology & Neuroscience,5.4165697,-1.1974888000000001,Psychology & Neuroscience,green,294,1.3466666666666667,0.4773333333333334
92,profit-maximization,31,Economics,-11.422533999999999,-2.4290469,Economics,orange,295,1.3444444444444446,0.47555555555555556
93,usa,31,Economics,-1.7486467,-3.3153796000000004,Economics,orange,296,1.3422222222222222,0.4737777777777778
94,cobb-douglas,31,Economics,-15.046387,-3.379093,Economics,orange,297,1.34,0.47200000000000003
96,technology,30,Economics,11.408308,-5.175721,Economics,orange,298,1.3377777777777777,0.47022222222222226
90,consumer-psychology,30,Psychology & Neuroscience,-4.17796,2.8048592,Psychology & Neuroscience,green,299,1.3355555555555556,0.4684444444444445
89,autism,30,Psychology & Neuroscience,-0.44764528,18.669764999999998,Psychology & Neuroscience,green,300,1.3333333333333333,0.4666666666666667
95,uncertainty,30,Economics,-15.608495000000001,3.7323443999999997,Economics,orange,301,1.3311111111111111,0.4648888888888889
92,signal-detection,29,Psychology & Neuroscience,-12.800037,1.7076789,Psychology & Neuroscience,green,302,1.3288888888888888,0.46311111111111114
93,schizophrenia,29,Psychology & Neuroscience,-0.5518274000000001,18.06182,Psychology & Neuroscience,green,303,1.3266666666666667,0.4613333333333334
96,meditation,29,Psychology & Neuroscience,-3.7545528,-9.924125,Psychology & Neuroscience,green,304,1.3244444444444445,0.4595555555555556
91,sex-differences,29,Psychology & Neuroscience,0.49152520000000005,6.2111945,Psychology & Neuroscience,green,305,1.3222222222222222,0.4577777777777778
94,reinforcement-learning,29,Psychology & Neuroscience,6.092667,-0.042587105,Psychology & Neuroscience,green,306,1.32,0.456
97,externalities,29,Economics,-18.39348,0.9717264999999999,Economics,orange,307,1.3177777777777777,0.45422222222222225
98,deflation,29,Economics,-12.170592,8.2829485,Economics,orange,308,1.3155555555555556,0.4524444444444445
99,dynamic-programming,29,Economics,-4.6292067,-0.6301345,Economics,orange,309,1.3133333333333335,0.4506666666666667
100,genetics,28,Psychology & Neuroscience,-8.842995,-11.485582,Psychology & Neuroscience,green,310,1.3111111111111111,0.4488888888888889
101,time,28,Psychology & Neuroscience,9.423753,2.3244286,Psychology & Neuroscience,green,311,1.3088888888888888,0.4471111111111111
99,fear,28,Psychology & Neuroscience,3.964927,15.402569,Psychology & Neuroscience,green,312,1.3066666666666666,0.44533333333333336
100,poverty,28,Economics,-9.271342,16.204681,Economics,orange,313,1.3044444444444445,0.4435555555555556
101,price-theory,28,Economics,-2.1331947,3.9758809999999998,Economics,orange,314,1.3022222222222222,0.4417777777777778
98,audition,28,Psychology & Neuroscience,2.6358767000000003,-10.692213,Psychology & Neuroscience,green,315,1.3,0.44
104,paneldata,27,Economics,-5.788682499999999,2.6165907,Economics,orange,316,1.2977777777777777,0.43822222222222224
105,stata,27,Economics,9.657699000000001,-14.948542000000002,Economics,orange,317,1.2955555555555556,0.43644444444444447
102,pain,27,Psychology & Neuroscience,2.6326322999999996,15.578562,Psychology & Neuroscience,green,318,1.2933333333333334,0.4346666666666667
105,plasticity,26,Psychology & Neuroscience,16.173820000000003,5.2420177,Psychology & Neuroscience,green,319,1.291111111111111,0.43288888888888893
107,balance-of-trade,26,Economics,-0.18561833,4.0748234,Economics,orange,320,1.2888888888888888,0.4311111111111111
108,software,26,Economics,16.003094,-9.467972999999999,Economics,orange,321,1.2866666666666666,0.42933333333333334
103,economics,26,Psychology & Neuroscience,11.353796,5.291925,Psychology & Neuroscience,green,322,1.2844444444444445,0.4275555555555556
104,language-processing,26,Psychology & Neuroscience,5.080783,1.590401,Psychology & Neuroscience,green,323,1.2822222222222222,0.4257777777777778
106,dynamic-optimization,26,Economics,-4.5835323,2.0463414,Economics,orange,324,1.28,0.42400000000000004
108,health-psychology,25,Psychology & Neuroscience,-1.482898,3.2367348999999996,Psychology & Neuroscience,green,325,1.2777777777777777,0.4222222222222222
106,visualization,25,Psychology & Neuroscience,8.803293,-13.450894,Psychology & Neuroscience,green,326,1.2755555555555556,0.42044444444444445
113,efficient-markets,25,Economics,-3.0261473999999997,1.3453426000000002,Economics,orange,327,1.2733333333333334,0.4186666666666667
111,saving,25,Economics,-5.8534144999999995,14.867579999999998,Economics,orange,328,1.271111111111111,0.4168888888888889
114,asymmetric-information,25,Economics,-8.894286,2.525403,Economics,orange,329,1.268888888888889,0.41511111111111115
107,gender,25,Psychology & Neuroscience,3.6530845000000003,7.2063823000000005,Psychology & Neuroscience,green,330,1.2666666666666666,0.41333333333333333
110,positive-psychology,25,Psychology & Neuroscience,1.1375282,1.7268782,Psychology & Neuroscience,green,331,1.2644444444444445,0.41155555555555556
112,computation,25,Economics,14.737304,-4.477764,Economics,orange,332,1.2622222222222224,0.4097777777777778
112,psychoanalysis,24,Psychology & Neuroscience,6.983552,7.44667,Psychology & Neuroscience,green,333,1.26,0.40800000000000003
111,rationality,24,Psychology & Neuroscience,-10.826883,-4.3993587,Psychology & Neuroscience,green,334,1.2577777777777777,0.40622222222222226
116,energy-economics,24,Economics,-0.25007787,2.276128,Economics,orange,335,1.2555555555555555,0.4044444444444445
117,dsge,24,Economics,-14.455948000000001,-0.55480623,Economics,orange,336,1.2533333333333334,0.4026666666666667
118,business-cycles,24,Economics,-3.2932835,5.463216,Economics,orange,337,1.251111111111111,0.4008888888888889
125,consumer-surplus,23,Economics,-2.1580226000000002,3.4768160000000004,Economics,orange,338,1.248888888888889,0.39911111111111114
117,gamification,23,Psychology & Neuroscience,10.93262,-6.526347,Psychology & Neuroscience,green,339,1.2466666666666666,0.39733333333333337
114,speech,23,Psychology & Neuroscience,4.847851,-16.166788,Psychology & Neuroscience,green,340,1.2444444444444445,0.39555555555555555
123,regulation,23,Economics,-3.8249168,-2.3927896,Economics,orange,341,1.2422222222222223,0.3937777777777778
116,mood,23,Psychology & Neuroscience,4.462733,17.399681,Psychology & Neuroscience,green,342,1.24,0.392
124,marxism,23,Economics,-3.4004559999999997,-6.081155,Economics,orange,343,1.2377777777777779,0.39022222222222225
113,hypnosis,23,Psychology & Neuroscience,-3.8409432999999997,-9.97307,Psychology & Neuroscience,green,344,1.2355555555555555,0.3884444444444445
121,foreign-exchange,23,Economics,-9.992664,7.988758,Economics,orange,345,1.2333333333333334,0.3866666666666667
119,social-choice,23,Economics,-6.940632000000001,-0.22422579999999998,Economics,orange,346,1.231111111111111,0.38488888888888895
118,short-term-memory,23,Psychology & Neuroscience,2.2355306,3.6570926,Psychology & Neuroscience,green,347,1.228888888888889,0.3831111111111111
122,profits,23,Economics,-18.091127,5.6959057,Economics,orange,348,1.2266666666666666,0.38133333333333336
119,metacognition,22,Psychology & Neuroscience,7.507034,14.210966,Psychology & Neuroscience,green,349,1.2244444444444444,0.3795555555555556
127,minimum-wage,22,Economics,-6.262406299999999,8.935611999999999,Economics,orange,350,1.2222222222222223,0.37777777777777777
120,social-networks,22,Psychology & Neuroscience,-2.1852555000000002,5.475335,Psychology & Neuroscience,green,351,1.22,0.376
122,nef,22,Psychology & Neuroscience,0.70390373,-4.7476244,Psychology & Neuroscience,green,352,1.2177777777777778,0.37422222222222223
121,behavioral-economics,22,Psychology & Neuroscience,-5.4224453,0.65613353,Psychology & Neuroscience,green,353,1.2155555555555555,0.37244444444444447
129,firm,21,Economics,-12.772859,13.934029,Economics,orange,354,1.2133333333333334,0.3706666666666667
133,law,21,Economics,-8.000092500000001,-6.161632,Economics,orange,355,1.211111111111111,0.36888888888888893
128,government-spending,21,Economics,-6.0407333,7.4654446,Economics,orange,356,1.208888888888889,0.36711111111111117
124,personality-disorder,21,Psychology & Neuroscience,-0.9525584999999999,6.9849423999999996,Psychology & Neuroscience,green,357,1.2066666666666666,0.36533333333333334
130,free-trade,21,Economics,-9.108472,6.852215299999999,Economics,orange,358,1.2044444444444444,0.3635555555555556
131,mechanism-design,21,Economics,-5.929455,1.6212106000000002,Economics,orange,359,1.2022222222222223,0.36177777777777775
123,perceptual-learning,21,Psychology & Neuroscience,3.2348452,2.6389396,Psychology & Neuroscience,green,360,1.2,0.36
136,search-and-matching,20,Economics,-9.695994,2.9630783,Economics,orange,361,1.1977777777777778,0.3582222222222222
137,welfare,20,Economics,-7.3711443,11.064232,Economics,orange,362,1.1955555555555555,0.35644444444444445
138,resource-economics,20,Economics,-2.0836625,2.716672,Economics,orange,363,1.1933333333333334,0.3546666666666667
135,national-accounts,20,Economics,0.58107257,3.6135309,Economics,orange,364,1.1911111111111112,0.3528888888888889
129,signal-processing,20,Psychology & Neuroscience,8.239686,-3.6053050000000004,Psychology & Neuroscience,green,365,1.1888888888888889,0.35111111111111115
128,hallucinations,20,Psychology & Neuroscience,-1.356743,17.322956,Psychology & Neuroscience,green,366,1.1866666666666668,0.3493333333333334
127,hci,20,Psychology & Neuroscience,11.266216,-6.482496,Psychology & Neuroscience,green,367,1.1844444444444444,0.3475555555555556
126,aesthetics,20,Psychology & Neuroscience,-4.914926,-4.662845,Psychology & Neuroscience,green,368,1.1822222222222223,0.3457777777777778
139,portfolio-theory,20,Economics,-3.1854289000000002,2.962073,Economics,orange,369,1.18,0.344
131,lateralization,19,Psychology & Neuroscience,16.000195,5.0778375,Psychology & Neuroscience,green,370,1.1777777777777778,0.3422222222222222
132,parenting,19,Psychology & Neuroscience,2.8200974,11.669381,Psychology & Neuroscience,green,371,1.1755555555555555,0.34044444444444444
130,brain-computer-interface,19,Psychology & Neuroscience,-3.1389916,2.0891922,Psychology & Neuroscience,green,372,1.1733333333333333,0.33866666666666667
142,marginal,19,Economics,-9.214618,11.455035,Economics,orange,373,1.1711111111111112,0.3368888888888889
141,steady-state,19,Economics,-9.811015,0.7131478,Economics,orange,374,1.1688888888888889,0.33511111111111114
140,development,19,Economics,8.205949,-1.4231598,Economics,orange,375,1.1666666666666667,0.33333333333333337
146,micro-data,18,Economics,18.569927,-11.856444999999999,Economics,orange,376,1.1644444444444444,0.3315555555555556
135,self,18,Psychology & Neuroscience,7.230637,11.068349000000001,Psychology & Neuroscience,green,377,1.1622222222222223,0.32977777777777784
134,aspergers,18,Psychology & Neuroscience,0.79990256,7.5896444,Psychology & Neuroscience,green,378,1.16,0.328
133,sensory-perception,18,Psychology & Neuroscience,-2.3904881000000002,0.8235986999999999,Psychology & Neuroscience,green,379,1.1577777777777778,0.32622222222222225
145,solow,18,Economics,-14.768680999999999,-2.0196621,Economics,orange,380,1.1555555555555554,0.3244444444444444
143,united-states,18,Economics,-4.1403099999999995,5.280641,Economics,orange,381,1.1533333333333333,0.32266666666666666
141,empathy,17,Psychology & Neuroscience,6.375875,13.716901000000002,Psychology & Neuroscience,green,382,1.1511111111111112,0.3208888888888889
138,aging,17,Psychology & Neuroscience,1.635681,8.684992,Psychology & Neuroscience,green,383,1.1488888888888888,0.3191111111111111
143,brain-injury,17,Psychology & Neuroscience,-1.8248090000000001,-0.18808284,Psychology & Neuroscience,green,384,1.1466666666666667,0.31733333333333336
137,thought,17,Psychology & Neuroscience,9.362371000000001,9.876392999999998,Psychology & Neuroscience,green,385,1.1444444444444444,0.3155555555555556
136,game-theory,17,Psychology & Neuroscience,-11.191647,-1.5861886,Psychology & Neuroscience,green,386,1.1422222222222222,0.3137777777777778
139,concentration,17,Psychology & Neuroscience,0.40690044,9.612561,Psychology & Neuroscience,green,387,1.1400000000000001,0.31200000000000006
140,sociology,17,Psychology & Neuroscience,-2.518102,-6.2530613,Psychology & Neuroscience,green,388,1.1377777777777778,0.31022222222222223
144,moral-psychology,17,Psychology & Neuroscience,-1.2259737,2.92386,Psychology & Neuroscience,green,389,1.1355555555555557,0.30844444444444447
142,love,17,Psychology & Neuroscience,6.899854700000001,10.604119,Psychology & Neuroscience,green,390,1.1333333333333333,0.3066666666666667
152,capital,17,Economics,-11.004389,12.090271000000001,Economics,orange,391,1.1311111111111112,0.3048888888888889
151,marketing,17,Economics,-11.353136,-7.46715,Economics,orange,392,1.1288888888888888,0.3031111111111111
150,basic-income,17,Economics,-0.6727446,2.9300610000000002,Economics,orange,393,1.1266666666666667,0.30133333333333334
147,oligopoly,17,Economics,-16.877537,-0.18434314,Economics,orange,394,1.1244444444444444,0.2995555555555556
149,long-run,17,Economics,-13.596214000000002,6.908554,Economics,orange,395,1.1222222222222222,0.2977777777777778
148,agriculture,17,Economics,-17.567448000000002,11.102013000000001,Economics,orange,396,1.12,0.29600000000000004
152,correlation,16,Psychology & Neuroscience,-13.073069,4.8982277000000005,Psychology & Neuroscience,green,397,1.1177777777777778,0.2942222222222223
163,instrumental-variable,16,Economics,-11.115524,1.5384527,Economics,orange,398,1.1155555555555556,0.29244444444444445
162,oil,16,Economics,-16.605435999999997,11.150519000000001,Economics,orange,399,1.1133333333333333,0.2906666666666667
161,labor-cost,16,Economics,-5.152267,7.5432625,Economics,orange,400,1.1111111111111112,0.2888888888888889
160,research,16,Economics,2.3433743,-13.752789499999999,Economics,orange,401,1.1088888888888888,0.2871111111111111
159,continuous-time,16,Economics,-10.778205,-0.032763436,Economics,orange,402,1.1066666666666667,0.2853333333333333
158,optimal-control,16,Economics,-8.328458,1.0568768999999998,Economics,orange,403,1.1044444444444443,0.28355555555555556
157,options-pricing,16,Economics,-4.826422,3.0850449,Economics,orange,404,1.1022222222222222,0.2817777777777778
156,repeated-games,16,Economics,-2.6617563,3.6860619,Economics,orange,405,1.1,0.28
145,training,16,Psychology & Neuroscience,0.18683453,-9.867319,Psychology & Neuroscience,green,406,1.0977777777777777,0.27822222222222226
146,jung,16,Psychology & Neuroscience,6.851868,7.9365387,Psychology & Neuroscience,green,407,1.0955555555555556,0.27644444444444444
147,feeding,16,Psychology & Neuroscience,2.5724263,11.270087,Psychology & Neuroscience,green,408,1.0933333333333333,0.27466666666666667
148,nature-nurture,16,Psychology & Neuroscience,1.8965726000000003,6.018206,Psychology & Neuroscience,green,409,1.0911111111111111,0.2728888888888889
155,rbc,16,Economics,3.9302062999999996,-0.20201747,Economics,orange,410,1.0888888888888888,0.27111111111111114
151,self-control,16,Psychology & Neuroscience,6.387262000000001,13.796130999999999,Psychology & Neuroscience,green,411,1.0866666666666667,0.26933333333333337
156,dopamine,15,Psychology & Neuroscience,-11.676117,-11.931902000000001,Psychology & Neuroscience,green,412,1.0844444444444445,0.26755555555555555
166,simulations,15,Economics,5.3195239999999995,-13.4687,Economics,orange,413,1.0822222222222222,0.2657777777777778
165,definition,15,Economics,6.453926,-20.47148,Economics,orange,414,1.08,0.264
164,r,15,Economics,-5.377828,-18.469568,Economics,orange,415,1.0777777777777777,0.26222222222222225
167,price-discrimination,15,Economics,-5.272189,5.0773144,Economics,orange,416,1.0755555555555556,0.2604444444444445
155,video-games,15,Psychology & Neuroscience,1.3873767,-1.6002011,Psychology & Neuroscience,green,417,1.0733333333333333,0.2586666666666667
158,cognitive-development,15,Psychology & Neuroscience,-1.3361379999999998,4.350162999999999,Psychology & Neuroscience,green,418,1.0711111111111111,0.2568888888888889
159,attitudes,15,Psychology & Neuroscience,12.39638,11.706122,Psychology & Neuroscience,green,419,1.068888888888889,0.2551111111111111
154,political-psychology,15,Psychology & Neuroscience,-1.5491,3.8228226000000003,Psychology & Neuroscience,green,420,1.0666666666666667,0.25333333333333335
163,therapy,14,Psychology & Neuroscience,-4.2562074999999995,-10.355314,Psychology & Neuroscience,green,421,1.0644444444444445,0.2515555555555556
171,property,14,Economics,-7.442170599999999,-4.657408,Economics,orange,422,1.0622222222222222,0.2497777777777778
170,public-goods,14,Economics,-7.8171973,-0.33329684,Economics,orange,423,1.06,0.248
160,recognition,14,Psychology & Neuroscience,-2.30828,-13.519748000000002,Psychology & Neuroscience,green,424,1.0577777777777777,0.24622222222222223
169,wealth,14,Economics,-9.633783,12.342784,Economics,orange,425,1.0555555555555556,0.24444444444444446
164,religion,14,Psychology & Neuroscience,-3.242971,-4.197214,Psychology & Neuroscience,green,426,1.0533333333333332,0.2426666666666667
167,self-discipline,13,Psychology & Neuroscience,-3.4497824,-2.2459025,Psychology & Neuroscience,green,427,1.051111111111111,0.2408888888888889
168,bayesian,13,Psychology & Neuroscience,-11.728772,0.5633358,Psychology & Neuroscience,green,428,1.048888888888889,0.23911111111111114
169,reward,13,Psychology & Neuroscience,0.1783763,12.356622999999999,Psychology & Neuroscience,green,429,1.0466666666666666,0.23733333333333334
170,connectionism,13,Psychology & Neuroscience,-5.218948999999999,-5.6647989999999995,Psychology & Neuroscience,green,430,1.0444444444444445,0.23555555555555557
171,ptsd,13,Psychology & Neuroscience,1.0426123999999999,17.632826,Psychology & Neuroscience,green,431,1.0422222222222222,0.2337777777777778
172,habituation,13,Psychology & Neuroscience,2.8693678,-11.235458,Psychology & Neuroscience,green,432,1.04,0.232
173,exercise,13,Psychology & Neuroscience,-1.6001598999999997,-8.657653999999999,Psychology & Neuroscience,green,433,1.0377777777777777,0.23022222222222224
174,writing,13,Psychology & Neuroscience,20.386768,-4.5848727,Psychology & Neuroscience,green,434,1.0355555555555556,0.22844444444444445
166,phobia,13,Psychology & Neuroscience,3.1988456000000003,18.206612,Psychology & Neuroscience,green,435,1.0333333333333334,0.22666666666666668
180,leontief,13,Economics,-14.563713,-2.9680629,Economics,orange,436,1.031111111111111,0.22488888888888892
179,bitcoin,13,Economics,-10.327821,8.859646000000001,Economics,orange,437,1.028888888888889,0.22311111111111112
178,input-output,13,Economics,-13.345841,-3.044764,Economics,orange,438,1.0266666666666666,0.22133333333333335
176,monopolistic-competition,13,Economics,-8.2729,2.8464942000000004,Economics,orange,439,1.0244444444444445,0.21955555555555556
175,information,13,Economics,18.187914000000003,-13.682530999999999,Economics,orange,440,1.0222222222222221,0.2177777777777778
173,austrian,13,Economics,-1.1909598999999997,-3.1280212000000005,Economics,orange,441,1.02,0.21600000000000003
177,default,13,Economics,-14.197921,9.021253,Economics,orange,442,1.0177777777777777,0.21422222222222223
183,opportunity-cost,12,Economics,-11.063097,3.18013,Economics,orange,443,1.0155555555555555,0.21244444444444446
182,fixed-effects,12,Economics,-18.562935,14.582638000000001,Economics,orange,444,1.0133333333333334,0.21066666666666667
184,experimental-economics,12,Economics,-1.7784199,1.6917841,Economics,orange,445,1.011111111111111,0.2088888888888889
186,causality,12,Economics,-13.067967,5.233205,Economics,orange,446,1.008888888888889,0.20711111111111113
187,optimal-taxation,12,Economics,-7.1086597000000005,2.5703616,Economics,orange,447,1.0066666666666666,0.20533333333333334
188,balance-of-payments,12,Economics,-10.324398,4.588670700000001,Economics,orange,448,1.0044444444444445,0.20355555555555557
176,validation,12,Psychology & Neuroscience,-1.5044171,9.213455999999999,Psychology & Neuroscience,green,449,1.0022222222222221,0.20177777777777778
